age,education,gender,vision_impairment,stimulusName,rationale,stimulusOrder,designName,designCost,rank,designOrder,userKey,compTime,tunedCost,excluded
18-24,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 4,the animations good and best features on,1,stage3-rank1,0.87229,4,0,GWs3fzs8Hwb9znfuciPSLvGBa9w2,80248,1.29883,TRUE
18-24,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 2,the worst animations and best features on,2,stage1-rank1,0.11439,3,0,GWs3fzs8Hwb9znfuciPSLvGBa9w2,48867,0,TRUE
18-24,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 2,the worst animations and best features on,2,stage2-rank1,0,5,4,GWs3fzs8Hwb9znfuciPSLvGBa9w2,48867,0.15487,TRUE
18-24,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 2,the worst animations and best features on,2,stage2-rank2,0.41565,4,2,GWs3fzs8Hwb9znfuciPSLvGBa9w2,48867,0.85487,TRUE
18-24,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 2,the worst animations and best features on,2,stage2-rank3,0.91565,1,3,GWs3fzs8Hwb9znfuciPSLvGBa9w2,48867,1.35487,TRUE
18-24,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 2,the worst animations and best features on,2,stage3-rank1,0,2,1,GWs3fzs8Hwb9znfuciPSLvGBa9w2,48867,0.69883,TRUE
18-24,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 1,this animations is best describesions,3,stage1-rank1,0.11439,5,2,GWs3fzs8Hwb9znfuciPSLvGBa9w2,116641,0,TRUE
18-24,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 1,this animations is best describesions,3,stage2-rank1,0,4,3,GWs3fzs8Hwb9znfuciPSLvGBa9w2,116641,0.15487,TRUE
18-24,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 1,this animations is best describesions,3,stage2-rank2,0.41565,1,1,GWs3fzs8Hwb9znfuciPSLvGBa9w2,116641,0.85487,TRUE
18-24,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 1,this animations is best describesions,3,stage2-rank3,0.91565,2,4,GWs3fzs8Hwb9znfuciPSLvGBa9w2,116641,1.35487,TRUE
18-24,"Graduate (MS, PhD) or Professional degree",Female,no,Stimulus 1,this animations is best describesions,3,stage3-rank1,0.08484,3,0,GWs3fzs8Hwb9znfuciPSLvGBa9w2,116641,0.69883,TRUE
35-44,Associate or Bachelors degree,Female,no,Stimulus 1,"the best animation shows a smooth transition from the initial state to the final state, however the worst one shrinks the data points during the transition.",0,stage1-rank1,0.11439,1,3,HVrVp7MKUnY4KIhWDz322Gkfyeo1,644608,0,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 1,"the best animation shows a smooth transition from the initial state to the final state, however the worst one shrinks the data points during the transition.",0,stage2-rank1,0,2,1,HVrVp7MKUnY4KIhWDz322Gkfyeo1,644608,0.15487,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 1,"the best animation shows a smooth transition from the initial state to the final state, however the worst one shrinks the data points during the transition.",0,stage2-rank2,0.41565,4,2,HVrVp7MKUnY4KIhWDz322Gkfyeo1,644608,0.85487,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 1,"the best animation shows a smooth transition from the initial state to the final state, however the worst one shrinks the data points during the transition.",0,stage2-rank3,0.91565,5,4,HVrVp7MKUnY4KIhWDz322Gkfyeo1,644608,1.35487,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 1,"the best animation shows a smooth transition from the initial state to the final state, however the worst one shrinks the data points during the transition.",0,stage3-rank1,0.08484,3,0,HVrVp7MKUnY4KIhWDz322Gkfyeo1,644608,0.69883,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 4,"The best animation shows a smooth transition of the grid lines and data points, the worst one does not show the animation of the bar graphs.",1,stage1-rank1,1.01439,2,3,HVrVp7MKUnY4KIhWDz322Gkfyeo1,411340,0.39096,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 4,"The best animation shows a smooth transition of the grid lines and data points, the worst one does not show the animation of the bar graphs.",1,stage2-rank1,0.74426,1,2,HVrVp7MKUnY4KIhWDz322Gkfyeo1,411340,0.92981,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 4,"The best animation shows a smooth transition of the grid lines and data points, the worst one does not show the animation of the bar graphs.",1,stage2-rank2,1.11565,4,1,HVrVp7MKUnY4KIhWDz322Gkfyeo1,411340,1.25487,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 4,"The best animation shows a smooth transition of the grid lines and data points, the worst one does not show the animation of the bar graphs.",1,stage2-rank3,1.64426,3,0,HVrVp7MKUnY4KIhWDz322Gkfyeo1,411340,1.52981,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 4,"The best animation shows a smooth transition of the grid lines and data points, the worst one does not show the animation of the bar graphs.",1,stage3-rank1,0.87229,5,4,HVrVp7MKUnY4KIhWDz322Gkfyeo1,411340,1.29883,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 2,"The best animation shows the smooth transition of the grid lines and line graph to the final stage, but the worst one shows only the expansion of the coordinates.",2,stage1-rank1,0.11439,1,2,HVrVp7MKUnY4KIhWDz322Gkfyeo1,230143,0,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 2,"The best animation shows the smooth transition of the grid lines and line graph to the final stage, but the worst one shows only the expansion of the coordinates.",2,stage2-rank1,0,2,1,HVrVp7MKUnY4KIhWDz322Gkfyeo1,230143,0.15487,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 2,"The best animation shows the smooth transition of the grid lines and line graph to the final stage, but the worst one shows only the expansion of the coordinates.",2,stage2-rank2,0.41565,4,3,HVrVp7MKUnY4KIhWDz322Gkfyeo1,230143,0.85487,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 2,"The best animation shows the smooth transition of the grid lines and line graph to the final stage, but the worst one shows only the expansion of the coordinates.",2,stage2-rank3,0.91565,5,4,HVrVp7MKUnY4KIhWDz322Gkfyeo1,230143,1.35487,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 2,"The best animation shows the smooth transition of the grid lines and line graph to the final stage, but the worst one shows only the expansion of the coordinates.",2,stage3-rank1,0,3,0,HVrVp7MKUnY4KIhWDz322Gkfyeo1,230143,0.69883,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 3,"The best animation shows the change of the bars smoothly over the time, the worst one shows an inconsistent change of the bar graphs and their labels.",3,stage1-rank1,0.36439,1,0,HVrVp7MKUnY4KIhWDz322Gkfyeo1,428408,0.04096,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 3,"The best animation shows the change of the bars smoothly over the time, the worst one shows an inconsistent change of the bar graphs and their labels.",3,stage2-rank1,0.22139,2,1,HVrVp7MKUnY4KIhWDz322Gkfyeo1,428408,0.47506,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 3,"The best animation shows the change of the bars smoothly over the time, the worst one shows an inconsistent change of the bar graphs and their labels.",3,stage2-rank2,1.39426,4,4,HVrVp7MKUnY4KIhWDz322Gkfyeo1,428408,1.57981,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 3,"The best animation shows the change of the bars smoothly over the time, the worst one shows an inconsistent change of the bar graphs and their labels.",3,stage2-rank3,2.46565,5,3,HVrVp7MKUnY4KIhWDz322Gkfyeo1,428408,2.90487,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 3,"The best animation shows the change of the bars smoothly over the time, the worst one shows an inconsistent change of the bar graphs and their labels.",3,stage3-rank1,0.48871,3,2,HVrVp7MKUnY4KIhWDz322Gkfyeo1,428408,1.24883,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 2,"4th and 5th distorted the data for the visualization and were not accurate. The 1st one was the smoothest transition, 2nd one was a little less smooth but still ok, and the 3rd one was a bit difficult to look at even though it was still accurate.",0,stage1-rank1,0.11439,1,2,HayjbUzwredQB5Ckd5S3El7ivHw2,465784,0,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 2,"4th and 5th distorted the data for the visualization and were not accurate. The 1st one was the smoothest transition, 2nd one was a little less smooth but still ok, and the 3rd one was a bit difficult to look at even though it was still accurate.",0,stage2-rank1,0,2,4,HayjbUzwredQB5Ckd5S3El7ivHw2,465784,0.15487,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 2,"4th and 5th distorted the data for the visualization and were not accurate. The 1st one was the smoothest transition, 2nd one was a little less smooth but still ok, and the 3rd one was a bit difficult to look at even though it was still accurate.",0,stage2-rank2,0.41565,5,0,HayjbUzwredQB5Ckd5S3El7ivHw2,465784,0.85487,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 2,"4th and 5th distorted the data for the visualization and were not accurate. The 1st one was the smoothest transition, 2nd one was a little less smooth but still ok, and the 3rd one was a bit difficult to look at even though it was still accurate.",0,stage2-rank3,0.91565,4,3,HayjbUzwredQB5Ckd5S3El7ivHw2,465784,1.35487,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 2,"4th and 5th distorted the data for the visualization and were not accurate. The 1st one was the smoothest transition, 2nd one was a little less smooth but still ok, and the 3rd one was a bit difficult to look at even though it was still accurate.",0,stage3-rank1,0,3,1,HayjbUzwredQB5Ckd5S3El7ivHw2,465784,0.69883,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 1,"The axis in 4th and 5th were momentarily inaccurate and it makes them look bad. The 1st, 2nd, and 3rd don't distort data. 1st is the best because the filtering is obvious and it's pleasing to watch. The transition isn't as nice when it comes to 2nd and 3rd.",1,stage1-rank1,0.11439,3,3,HayjbUzwredQB5Ckd5S3El7ivHw2,445768,0,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 1,"The axis in 4th and 5th were momentarily inaccurate and it makes them look bad. The 1st, 2nd, and 3rd don't distort data. 1st is the best because the filtering is obvious and it's pleasing to watch. The transition isn't as nice when it comes to 2nd and 3rd.",1,stage2-rank1,0,1,4,HayjbUzwredQB5Ckd5S3El7ivHw2,445768,0.15487,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 1,"The axis in 4th and 5th were momentarily inaccurate and it makes them look bad. The 1st, 2nd, and 3rd don't distort data. 1st is the best because the filtering is obvious and it's pleasing to watch. The transition isn't as nice when it comes to 2nd and 3rd.",1,stage2-rank2,0.41565,4,2,HayjbUzwredQB5Ckd5S3El7ivHw2,445768,0.85487,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 1,"The axis in 4th and 5th were momentarily inaccurate and it makes them look bad. The 1st, 2nd, and 3rd don't distort data. 1st is the best because the filtering is obvious and it's pleasing to watch. The transition isn't as nice when it comes to 2nd and 3rd.",1,stage2-rank3,0.91565,5,1,HayjbUzwredQB5Ckd5S3El7ivHw2,445768,1.35487,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 1,"The axis in 4th and 5th were momentarily inaccurate and it makes them look bad. The 1st, 2nd, and 3rd don't distort data. 1st is the best because the filtering is obvious and it's pleasing to watch. The transition isn't as nice when it comes to 2nd and 3rd.",1,stage3-rank1,0.08484,2,0,HayjbUzwredQB5Ckd5S3El7ivHw2,445768,0.69883,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 3,"The 1st one is the best one as it shows it very clearly and the axis label transitions a good time. The 2nd one is similar to the 1st, it's just slightly different as the axis label change at a different timing. 3rd one I thought the simultaneous change of the axis scale and ordering was confusing. 4th and 5th were inaccurate because the axis scaling occurred too early.",2,stage1-rank1,0.36439,3,0,HayjbUzwredQB5Ckd5S3El7ivHw2,569408,0.04096,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 3,"The 1st one is the best one as it shows it very clearly and the axis label transitions a good time. The 2nd one is similar to the 1st, it's just slightly different as the axis label change at a different timing. 3rd one I thought the simultaneous change of the axis scale and ordering was confusing. 4th and 5th were inaccurate because the axis scaling occurred too early.",2,stage2-rank1,0.22139,2,1,HayjbUzwredQB5Ckd5S3El7ivHw2,569408,0.47506,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 3,"The 1st one is the best one as it shows it very clearly and the axis label transitions a good time. The 2nd one is similar to the 1st, it's just slightly different as the axis label change at a different timing. 3rd one I thought the simultaneous change of the axis scale and ordering was confusing. 4th and 5th were inaccurate because the axis scaling occurred too early.",2,stage2-rank2,1.39426,5,4,HayjbUzwredQB5Ckd5S3El7ivHw2,569408,1.57981,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 3,"The 1st one is the best one as it shows it very clearly and the axis label transitions a good time. The 2nd one is similar to the 1st, it's just slightly different as the axis label change at a different timing. 3rd one I thought the simultaneous change of the axis scale and ordering was confusing. 4th and 5th were inaccurate because the axis scaling occurred too early.",2,stage2-rank3,2.46565,4,3,HayjbUzwredQB5Ckd5S3El7ivHw2,569408,2.90487,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 3,"The 1st one is the best one as it shows it very clearly and the axis label transitions a good time. The 2nd one is similar to the 1st, it's just slightly different as the axis label change at a different timing. 3rd one I thought the simultaneous change of the axis scale and ordering was confusing. 4th and 5th were inaccurate because the axis scaling occurred too early.",2,stage3-rank1,0.48871,1,2,HayjbUzwredQB5Ckd5S3El7ivHw2,569408,1.24883,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 4,"The 1st one I thought that the 2 step approach made it clearer on what was happening, the axis shift isn't very important on this graph. 2nd, 3rd and 4th were confusing to look at because of the simultaneous shift causing flicker and it was less clear on what was happening. The 5th one is inaccurate because the axis scaling happens first",3,stage1-rank1,1.01439,3,2,HayjbUzwredQB5Ckd5S3El7ivHw2,296661,0.39096,FALSE
35-44,Associate or Bachelors degree,Female,no,Stimulus 4,"The 1st one I thought that the 2 step approach made it clearer on what was happening, the axis shift isn't very important on this graph. 2nd, 3rd and 4th were confusing to look at because of the simultaneous shift causing flicker and it was less clear on what was happening. The 5th one is inaccurate because the axis scaling happens first",3,stage2-rank1,0.74426,2,1,HayjbUzwredQB5Ckd5S3El7ivHw2,296661,0.92981,FALSE
